image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
istockphoto-601923784-612x612.jpg,Triangle,0.664328,0.426217,0.6745067,0.43478376,0.67022514,0.40862754,0.6692662,0.48839888,0.65777016,0.42293966,0.61745435,0.5661966,0.59847516,0.40913546,0.6211882,0.7113739,0.59216577,0.24674429,0.6453442,0.8323404,0.58274984,0.14410959,0.4670196,0.5226599,0.42679426,0.45919162,0.5419883,0.67235255,0.35075733,0.6510845,0.6121413,0.85969335,0.30752787,0.8625164
istockphoto-1076946702-612x612.jpg,Triangle,0.33728588,0.43072993,0.33105016,0.4128949,0.32593745,0.44605026,0.34497517,0.42333874,0.33035907,0.50633514,0.41610578,0.40760708,0.38121003,0.581023,0.41480392,0.25465098,0.39599925,0.73236746,0.40085092,0.12437576,0.37328035,0.83617556,0.6066434,0.47114,0.5543681,0.54754966,0.6861599,0.6741301,0.49157092,0.7153885,0.76916385,0.81552637,0.46131125,0.81248856
southeast.jpg,Triangle,0.18566589,0.5712438,0.17852901,0.5668123,0.17641893,0.5784593,0.18899712,0.5697751,0.1805942,0.60333556,0.26920786,0.53273845,0.2575169,0.64553875,0.2854779,0.40645984,0.33950558,0.7222294,0.2588837,0.31514415,0.34678388,0.83660793,0.55199254,0.56547666,0.51128775,0.61830854,0.67748815,0.7199939,0.49463296,0.7329951,0.80184704,0.8234019,0.49149677,0.8367939
300.jpg,Triangle,0.6623286,0.47671455,0.67051053,0.48243114,0.6666819,0.46315604,0.6599809,0.52922213,0.65140676,0.48007452,0.60871834,0.60481864,0.5905215,0.4582303,0.6271942,0.74469227,0.6031509,0.27835897,0.654474,0.85737807,0.6116367,0.18495052,0.4413279,0.577526,0.3951142,0.52060795,0.54132915,0.7163991,0.32370788,0.71086097,0.61259246,0.9062612,0.28073588,0.9100753
pngtree-triangle-pose-trikonasana-yoga-sun-lady-woman-photo-image_3383989.jpg,Triangle,0.44553083,0.54280907,0.44416192,0.5313671,0.44642717,0.5408922,0.4477578,0.50405526,0.44888595,0.5301589,0.47872686,0.45166278,0.47002336,0.54928917,0.48681256,0.34580293,0.47249424,0.6503762,0.49327365,0.26670116,0.45883325,0.72858816,0.57735777,0.5116019,0.55375767,0.5503816,0.62479234,0.66457987,0.4998502,0.6590583,0.6835146,0.79276997,0.468826,0.7844858
southeast (1).jpg,Triangle,0.70591515,0.47844893,0.72009236,0.4923897,0.7131542,0.45523918,0.7100228,0.5596834,0.69272363,0.46956536,0.63607126,0.6396976,0.627029,0.44747862,0.6106849,0.7811257,0.62647486,0.237878,0.60279846,0.94083613,0.6265114,0.13061793,0.47149986,0.57790923,0.4315245,0.49707377,0.5529036,0.722422,0.3440859,0.6894634,0.6031266,0.8878422,0.26730344,0.89768016
young-woman-in-utthita-parsvakonasana-pose-grey-royalty-free-image-1632297904.jpg,Triangle,0.28368336,0.35275814,0.28241917,0.33117115,0.272276,0.378703,0.30658865,0.34930924,0.28833768,0.46497884,0.36143875,0.3388462,0.3378145,0.576236,0.3777396,0.11954734,0.3430188,0.7630969,0.37320143,0.0,0.34569317,0.9396802,0.5343638,0.5442166,0.5061606,0.6624457,0.6901128,0.7438823,0.64095247,0.7717549,0.82416034,0.8472723,0.76290375,0.81630653
young-woman-doing-utthita-trikonasana-exercise-royalty-free-image-1657267174.jpg,Triangle,0.70577747,0.4751014,0.72050285,0.49105898,0.7140716,0.4522107,0.71035105,0.5624872,0.69435936,0.46858683,0.636272,0.6429315,0.6282609,0.4478238,0.61158633,0.78085375,0.62706465,0.23382461,0.602969,0.9408245,0.62569827,0.12689622,0.46950373,0.5782938,0.43154356,0.49533713,0.5432409,0.72297156,0.34493783,0.6858132,0.58578044,0.8777535,0.2631113,0.8872626
e6ee5d0e-fa6a-4d42-bde3-da1fdf2f70e6.jpg,Triangle,0.3924702,0.4946553,0.3858588,0.4698423,0.38278013,0.5058376,0.39952636,0.457104,0.3895778,0.54691994,0.46854207,0.42523292,0.44702408,0.6059066,0.4702926,0.2639914,0.47893658,0.7682947,0.45058063,0.116026424,0.44004142,0.886715,0.63416475,0.50638413,0.58936775,0.58008605,0.71327794,0.7171516,0.5166277,0.75066555,0.7870733,0.85854363,0.48157755,0.8409686
33329981758_22a4c96e1e_z.jpg,Triangle,0.18801911,0.39637437,0.18338302,0.3805493,0.16496009,0.40798357,0.20805088,0.38813102,0.16571048,0.45892853,0.30652633,0.37102637,0.2451699,0.5361892,0.31402272,0.19717704,0.26082397,0.6815848,0.31106436,0.10259281,0.23127204,0.850707,0.56655896,0.542263,0.47383842,0.61017364,0.7222878,0.7418015,0.3652779,0.7667704,0.8387572,0.90952057,0.26874578,0.90639275
atl_20190325161233_156.jpg,Triangle,0.31815028,0.50914395,0.31167194,0.48880196,0.30089653,0.5180181,0.32662177,0.489409,0.31048882,0.56669706,0.37485152,0.45089337,0.38535944,0.61821765,0.38765028,0.29096973,0.3891946,0.7527163,0.39840755,0.13727532,0.3871188,0.9171416,0.5345395,0.49862996,0.564257,0.57229936,0.4581454,0.68156284,0.6378624,0.7405087,0.43682152,0.86293733,0.7608177,0.8650008
images.jpg,Triangle,0.37937823,0.43476623,0.37661892,0.4214112,0.37180543,0.4385836,0.38617125,0.43137208,0.37168798,0.47781816,0.44275063,0.43745092,0.41217658,0.55318356,0.4503302,0.3400831,0.42787266,0.69566196,0.45167038,0.19412065,0.41930535,0.8075378,0.5908392,0.51695293,0.54710525,0.56570715,0.6447373,0.68858224,0.47892034,0.70915705,0.6937593,0.82735336,0.4290057,0.83827305
153-200602151JE10.jpg,Triangle,0.2603032,0.60244733,0.26086202,0.59828496,0.26619917,0.59157515,0.26303777,0.57328033,0.26448506,0.54668903,0.32347387,0.5646145,0.29071328,0.44768834,0.35902208,0.7243909,0.31196183,0.2552408,0.36447024,0.85793793,0.30213958,0.11951293,0.5112523,0.47749874,0.4624425,0.4536559,0.60004807,0.70157516,0.41743305,0.673143,0.69418997,0.86806333,0.37380597,0.8579249
images (1).jpg,Triangle,0.28891122,0.5137967,0.2809748,0.49350932,0.27884713,0.5171018,0.30075982,0.4752536,0.28802708,0.5364338,0.4004894,0.427278,0.35926896,0.571583,0.39414334,0.2931044,0.35649136,0.7007984,0.39471787,0.20335892,0.28320998,0.8247652,0.6521225,0.45836553,0.5824013,0.5155886,0.728544,0.6310165,0.43420634,0.643417,0.8328929,0.8366235,0.3724062,0.8229842
images (1).jpg,Triangle,0.28812572,0.5202191,0.28041402,0.49551257,0.28057745,0.51747566,0.30199853,0.47718525,0.2935535,0.5342774,0.40764537,0.43637183,0.35882995,0.57009524,0.38588938,0.32925078,0.35762087,0.697508,0.37362927,0.31082466,0.3013822,0.80475765,0.6511678,0.4608219,0.575645,0.5160497,0.7512905,0.6347306,0.44256067,0.6573785,0.8496291,0.81842995,0.38058406,0.8285731
39079882985_39d0be5dab.jpg,Triangle,0.8855391,0.32683557,0.90137166,0.33706498,0.89350593,0.30465004,0.89756477,0.41210508,0.8797238,0.32967627,0.83815616,0.5320261,0.8077769,0.34664527,0.8382482,0.71283925,0.80728054,0.15900116,0.8434761,0.87902504,0.80847424,0.05557789,0.6703863,0.6066137,0.6112702,0.53078973,0.7803957,0.7895375,0.5291974,0.76103467,0.8512029,0.96991426,0.46846163,0.9676809
images (2).jpg,Triangle,0.20029813,0.47643286,0.18219845,0.4595356,0.17281458,0.50228375,0.20249404,0.4638504,0.1947635,0.56907356,0.28612956,0.43112347,0.29752305,0.62940335,0.3116935,0.27804896,0.2970554,0.77409744,0.32631302,0.15086636,0.317901,0.9145607,0.561448,0.49567395,0.5892683,0.587184,0.5411884,0.67290145,0.7146474,0.7181167,0.61543816,0.8306906,0.89441746,0.7725884
latina-woman-doing-the-triangle-pose-on-the-mat-in-royalty-free-image-1657267067.jpg,Triangle,0.5420442,0.41368395,0.5564196,0.4243383,0.5490409,0.40239158,0.5668443,0.4727879,0.5477851,0.41660556,0.55150765,0.54075724,0.50981474,0.4182805,0.54798526,0.66696507,0.5197159,0.25830254,0.54598105,0.7891755,0.5159939,0.15079032,0.45524663,0.5618257,0.4338037,0.5204852,0.46365267,0.58567375,0.4736559,0.6261964,0.38533026,0.6686542,0.49244753,0.7659735
2_20230213180249uvvcleq8E41.jpg,Triangle,0.31228593,0.44716093,0.30804223,0.43927866,0.30610886,0.45373198,0.31643146,0.44426453,0.30898187,0.48359102,0.37126535,0.4169349,0.36340633,0.5418641,0.36490446,0.3021963,0.41477028,0.6499859,0.3573802,0.20606871,0.37393832,0.7679747,0.57734513,0.4641226,0.53845596,0.51934385,0.6711066,0.6194307,0.46118343,0.640823,0.7746238,0.7480167,0.435828,0.76858807
suuS22wBJleJMoPMX9AJ.jpg,Triangle,0.628171,0.3204385,0.62805074,0.30525675,0.62124044,0.32104245,0.63979614,0.3087613,0.6215891,0.35242158,0.6821058,0.3073366,0.6615462,0.42313826,0.68137765,0.17768629,0.6734243,0.5530024,0.6756574,0.05061877,0.6531713,0.6744064,0.7969126,0.41236016,0.758573,0.45604444,0.8558256,0.57314295,0.6867172,0.5861292,0.9149704,0.70633125,0.63990515,0.7163064
suuS22wBJleJMoPMX9AJ.jpg,Triangle,0.09362378,0.39812374,0.08590462,0.39207518,0.07998756,0.40692687,0.09092297,0.44078085,0.07769909,0.47939575,0.13014649,0.5066509,0.14054517,0.5439783,0.12784143,0.5446361,0.1534984,0.70528144,0.08635601,0.49673662,0.11350155,0.87924767,0.29825723,0.50173783,0.294339,0.5256061,0.3592136,0.6783516,0.32254204,0.6707284,0.43925,0.8641326,0.30628395,0.81022346
suuS22wBJleJMoPMX9AJ.jpg,Triangle,0.09402823,0.405086,0.08328652,0.3964016,0.082383655,0.40745825,0.08770943,0.43997833,0.08005754,0.47368196,0.13641016,0.5400853,0.13812643,0.5482146,0.12721151,0.7229236,0.16689488,0.69066685,0.08430161,0.8953625,0.16357301,0.8786797,0.2861413,0.50785756,0.2719321,0.5267946,0.35657382,0.66433936,0.30159,0.68519825,0.439105,0.85993934,0.29349327,0.86002
S__158064667.jpg,Triangle,0.24615206,0.46105623,0.2354887,0.44919118,0.23053412,0.47867984,0.25060245,0.44793478,0.23683424,0.52118915,0.33146024,0.40817213,0.31318685,0.5682078,0.3236839,0.26268956,0.3544337,0.6765691,0.29084778,0.15845339,0.3289956,0.7876871,0.55513036,0.51348215,0.50623745,0.5797612,0.6464023,0.674762,0.43661904,0.6938361,0.73675543,0.7978986,0.39901984,0.7713402
